"booking_id","incomplete_rides_reason"
"CNR2588731767","Customer Demand"
"CNR2043691666","Other Issue"
"CNR3470640072","Vehicle Breakdown"
"CNR4113300482","Customer Demand"
"CNR9549793317","Vehicle Breakdown"
"CNR2658751007","Vehicle Breakdown"
"CNR2047834795","Customer Demand"
"CNR5632130891","Vehicle Breakdown"
"CNR5218919169","Customer Demand"
"CNR6106951756","Vehicle Breakdown"
"CNR3077388167","Vehicle Breakdown"
"CNR9732984976","Vehicle Breakdown"
"CNR2130179271","Customer Demand"
"CNR6038587548","Other Issue"
"CNR2052908737","Customer Demand"
"CNR6481980224","Customer Demand"
"CNR1336665827","Customer Demand"
"CNR4828983581","Vehicle Breakdown"
"CNR4536406171","Vehicle Breakdown"
"CNR6986664772","Customer Demand"
"CNR1769560914","Vehicle Breakdown"
"CNR6721470966","Customer Demand"
"CNR7334275910","Customer Demand"
"CNR8649596171","Customer Demand"
"CNR1391199919","Other Issue"
"CNR2507505937","Other Issue"
"CNR5766765501","Customer Demand"
"CNR6359912930","Customer Demand"
"CNR7995522211","Other Issue"
"CNR9752912211","Vehicle Breakdown"
"CNR6801970077","Vehicle Breakdown"
"CNR8188511309","Customer Demand"
"CNR1368673307","Other Issue"
"CNR3328187487","Vehicle Breakdown"
"CNR4630644540","Other Issue"
"CNR7929920818","Vehicle Breakdown"
"CNR1189562592","Customer Demand"
"CNR6301664985","Vehicle Breakdown"
"CNR4879227429","Customer Demand"
"CNR3748178850","Vehicle Breakdown"
"CNR9117922886","Other Issue"
"CNR2209584339","Vehicle Breakdown"
"CNR1903895123","Vehicle Breakdown"
"CNR1176363487","Vehicle Breakdown"
"CNR4155415754","Other Issue"
"CNR2548015070","Other Issue"
"CNR3335134757","Other Issue"
"CNR8493296925","Vehicle Breakdown"
"CNR8175899625","Other Issue"
"CNR4564380468","Customer Demand"
"CNR7433161504","Customer Demand"
"CNR8294872523","Customer Demand"
"CNR1881452107","Other Issue"
"CNR1178023282","Vehicle Breakdown"
"CNR3716490689","Vehicle Breakdown"
"CNR9101110887","Customer Demand"
"CNR9911446609","Vehicle Breakdown"
"CNR8587481104","Vehicle Breakdown"
"CNR5847736124","Vehicle Breakdown"
"CNR3766240704","Vehicle Breakdown"
"CNR2649480529","Customer Demand"
"CNR1020687253","Vehicle Breakdown"
"CNR3625459605","Customer Demand"
"CNR5509133971","Customer Demand"
"CNR2492013558","Customer Demand"
"CNR9470565957","Other Issue"
"CNR7401630513","Vehicle Breakdown"
"CNR2638592111","Other Issue"
"CNR6086699385","Other Issue"
"CNR5603221165","Vehicle Breakdown"
"CNR1315985535","Vehicle Breakdown"
"CNR4687359971","Other Issue"
"CNR8067767580","Customer Demand"
"CNR6894996437","Vehicle Breakdown"
"CNR5354598050","Other Issue"
"CNR6225996975","Customer Demand"
"CNR7494020882","Other Issue"
"CNR7523232327","Other Issue"
"CNR6183038962","Customer Demand"
"CNR5461913164","Vehicle Breakdown"
"CNR5342488933","Other Issue"
"CNR9564894633","Customer Demand"
"CNR8492978242","Vehicle Breakdown"
"CNR9826923598","Customer Demand"
"CNR1859741595","Vehicle Breakdown"
"CNR8678533100","Vehicle Breakdown"
"CNR2437688721","Vehicle Breakdown"
"CNR1277861750","Vehicle Breakdown"
"CNR9495043874","Customer Demand"
"CNR3180039385","Customer Demand"
"CNR8702176262","Customer Demand"
"CNR1650032020","Other Issue"
"CNR6531972514","Other Issue"
"CNR7534157409","Customer Demand"
"CNR3578050101","Customer Demand"
"CNR1387394893","Vehicle Breakdown"
"CNR8115522647","Customer Demand"
"CNR8165184041","Customer Demand"
"CNR5003532343","Other Issue"
"CNR6858121894","Vehicle Breakdown"
"CNR6980143913","Vehicle Breakdown"
"CNR7718698129","Vehicle Breakdown"
"CNR9082817960","Vehicle Breakdown"
"CNR7080469801","Other Issue"
"CNR5467427127","Customer Demand"
"CNR2154519272","Customer Demand"
"CNR4402095269","Customer Demand"
"CNR7299738520","Customer Demand"
"CNR2351893377","Customer Demand"
"CNR6891473431","Customer Demand"
"CNR7109881291","Customer Demand"
"CNR1389592537","Other Issue"
"CNR9309927665","Vehicle Breakdown"
"CNR4134885792","Customer Demand"
"CNR9571862799","Vehicle Breakdown"
"CNR4061122346","Vehicle Breakdown"
"CNR8059861513","Vehicle Breakdown"
"CNR1563981169","Customer Demand"
"CNR4141230096","Vehicle Breakdown"
"CNR3646913415","Customer Demand"
"CNR3885334764","Customer Demand"
"CNR8872768916","Customer Demand"
"CNR3643863458","Customer Demand"
"CNR6591947491","Vehicle Breakdown"
"CNR8157707977","Vehicle Breakdown"
"CNR4708340974","Other Issue"
"CNR8047365111","Vehicle Breakdown"
"CNR1509335362","Vehicle Breakdown"
"CNR6164089746","Vehicle Breakdown"
"CNR2808222512","Vehicle Breakdown"
"CNR9495045260","Vehicle Breakdown"
"CNR2564617980","Vehicle Breakdown"
"CNR1815059023","Vehicle Breakdown"
"CNR9424556671","Customer Demand"
"CNR2593167771","Vehicle Breakdown"
"CNR8503945937","Customer Demand"
"CNR4764621015","Other Issue"
"CNR1796058914","Vehicle Breakdown"
"CNR6025155530","Vehicle Breakdown"
"CNR6918925899","Customer Demand"
"CNR6221177457","Vehicle Breakdown"
"CNR6275316113","Customer Demand"
"CNR4542886935","Other Issue"
"CNR5324884998","Vehicle Breakdown"
"CNR4218211105","Vehicle Breakdown"
"CNR8919225850","Vehicle Breakdown"
"CNR9251937414","Customer Demand"
"CNR3314918532","Customer Demand"
"CNR9986865616","Customer Demand"
"CNR2217611827","Other Issue"
"CNR3520640138","Vehicle Breakdown"
"CNR1366723598","Vehicle Breakdown"
"CNR8839807753","Vehicle Breakdown"
"CNR5328150587","Other Issue"
"CNR9312665544","Customer Demand"
"CNR7863699444","Other Issue"
"CNR5264532166","Customer Demand"
"CNR8326083067","Vehicle Breakdown"
"CNR7492988839","Customer Demand"
"CNR3459545957","Vehicle Breakdown"
"CNR8112088268","Customer Demand"
"CNR2385347564","Customer Demand"
"CNR9631883900","Customer Demand"
"CNR5549832736","Other Issue"
"CNR6512301272","Vehicle Breakdown"
"CNR2346640603","Customer Demand"
"CNR6104874718","Customer Demand"
"CNR8859461556","Customer Demand"
"CNR1217496777","Vehicle Breakdown"
"CNR8157582839","Other Issue"
"CNR9036915962","Customer Demand"
"CNR4662955197","Other Issue"
"CNR1661755891","Customer Demand"
"CNR7726993070","Customer Demand"
"CNR7036009492","Vehicle Breakdown"
"CNR2131510173","Vehicle Breakdown"
"CNR7859883932","Other Issue"
"CNR4082252798","Vehicle Breakdown"
"CNR4242145226","Customer Demand"
"CNR4693776679","Vehicle Breakdown"
"CNR1053671548","Customer Demand"
"CNR2270602429","Customer Demand"
"CNR2073000637","Vehicle Breakdown"
"CNR1830247556","Vehicle Breakdown"
"CNR9501532757","Customer Demand"
"CNR5578624924","Customer Demand"
"CNR2784677886","Other Issue"
"CNR8973081805","Vehicle Breakdown"
"CNR7392939765","Customer Demand"
"CNR1423517384","Other Issue"
"CNR4054237034","Other Issue"
"CNR2553037059","Vehicle Breakdown"
"CNR4010008918","Vehicle Breakdown"
"CNR5033291489","Vehicle Breakdown"
"CNR9548077306","Customer Demand"
"CNR6638381673","Vehicle Breakdown"
"CNR1682804477","Vehicle Breakdown"
"CNR1355089521","Customer Demand"
"CNR2053698808","Customer Demand"
"CNR5296175962","Customer Demand"
"CNR1999384232","Vehicle Breakdown"
"CNR2345012039","Vehicle Breakdown"
"CNR6825768511","Vehicle Breakdown"
"CNR8151061074","Vehicle Breakdown"
"CNR4304079153","Customer Demand"
"CNR2524912399","Other Issue"
"CNR1143361686","Other Issue"
"CNR6192099973","Vehicle Breakdown"
"CNR1352268729","Customer Demand"
"CNR6993860378","Vehicle Breakdown"
"CNR2649487631","Vehicle Breakdown"
"CNR9698172573","Other Issue"
"CNR7111327289","Vehicle Breakdown"
"CNR2167826564","Vehicle Breakdown"
"CNR2264547805","Vehicle Breakdown"
"CNR2251766492","Vehicle Breakdown"
"CNR6065047850","Customer Demand"
"CNR8649233187","Other Issue"
"CNR3743296886","Customer Demand"
"CNR2661463912","Other Issue"
"CNR4418239787","Vehicle Breakdown"
"CNR5511191455","Vehicle Breakdown"
"CNR6857770720","Customer Demand"
"CNR9027458950","Customer Demand"
"CNR6185539907","Vehicle Breakdown"
"CNR6275165355","Other Issue"
"CNR5706356361","Other Issue"
"CNR4253976088","Vehicle Breakdown"
"CNR8338586461","Other Issue"
"CNR9023873589","Customer Demand"
"CNR4226309172","Customer Demand"
"CNR1231597348","Other Issue"
"CNR6980225223","Vehicle Breakdown"
"CNR6462277943","Customer Demand"
"CNR5538793901","Vehicle Breakdown"
"CNR3483788790","Vehicle Breakdown"
"CNR2012033776","Vehicle Breakdown"
"CNR5995702141","Customer Demand"
"CNR9330573837","Vehicle Breakdown"
"CNR4954408737","Customer Demand"
"CNR1489123773","Other Issue"
"CNR1203819179","Customer Demand"
"CNR6146201564","Vehicle Breakdown"
"CNR3141599518","Vehicle Breakdown"
"CNR2215149702","Customer Demand"
"CNR4186673937","Customer Demand"
"CNR6382802660","Vehicle Breakdown"
"CNR2636325183","Customer Demand"
"CNR2756113334","Customer Demand"
"CNR1673467611","Customer Demand"
"CNR4102750658","Vehicle Breakdown"
"CNR7994655804","Customer Demand"
"CNR5716302491","Vehicle Breakdown"
"CNR5479218475","Customer Demand"
"CNR6901714410","Vehicle Breakdown"
"CNR8237923241","Other Issue"
"CNR6207858809","Vehicle Breakdown"
"CNR1483152480","Customer Demand"
"CNR9336214009","Customer Demand"
"CNR1447617095","Vehicle Breakdown"
"CNR4249818564","Vehicle Breakdown"
"CNR1672648942","Other Issue"
"CNR7675404782","Customer Demand"
"CNR9318929609","Vehicle Breakdown"
"CNR9167420062","Other Issue"
"CNR8959910135","Vehicle Breakdown"
"CNR1392090199","Customer Demand"
"CNR8847666837","Customer Demand"
"CNR2606519542","Customer Demand"
"CNR3860570653","Other Issue"
"CNR3068113346","Customer Demand"
"CNR1319208960","Customer Demand"
"CNR8308941995","Customer Demand"
"CNR9964704138","Customer Demand"
"CNR4544902325","Other Issue"
"CNR1694835092","Customer Demand"
"CNR4020883645","Customer Demand"
"CNR4298618789","Vehicle Breakdown"
"CNR7118622854","Customer Demand"
"CNR8235486947","Other Issue"
"CNR2718784800","Vehicle Breakdown"
"CNR7618310365","Customer Demand"
"CNR7460507308","Customer Demand"
"CNR3778368080","Vehicle Breakdown"
"CNR1841780532","Vehicle Breakdown"
"CNR9514170123","Customer Demand"
"CNR8653101786","Vehicle Breakdown"
"CNR5612698708","Customer Demand"
"CNR7091429101","Vehicle Breakdown"
"CNR9768800378","Customer Demand"
"CNR8821846922","Vehicle Breakdown"
"CNR6934943318","Vehicle Breakdown"
"CNR1021484889","Customer Demand"
"CNR5990987050","Customer Demand"
"CNR7136240543","Customer Demand"
"CNR9642198350","Vehicle Breakdown"
"CNR3238187770","Vehicle Breakdown"
"CNR4193921515","Vehicle Breakdown"
"CNR4709544369","Customer Demand"
"CNR9299524955","Customer Demand"
"CNR8040986921","Vehicle Breakdown"
"CNR3317501771","Vehicle Breakdown"
"CNR7956030498","Vehicle Breakdown"
"CNR4271480951","Vehicle Breakdown"
"CNR8710387765","Vehicle Breakdown"
"CNR5357573346","Vehicle Breakdown"
"CNR5264961356","Other Issue"
"CNR9202082624","Vehicle Breakdown"
"CNR8860366042","Customer Demand"
"CNR4236555855","Vehicle Breakdown"
"CNR6389750655","Customer Demand"
"CNR1170983228","Other Issue"
"CNR1391017539","Vehicle Breakdown"
"CNR1725676048","Vehicle Breakdown"
"CNR3985999767","Vehicle Breakdown"
"CNR7154768618","Vehicle Breakdown"
"CNR1996793120","Other Issue"
"CNR9639942395","Customer Demand"
"CNR7530636686","Other Issue"
"CNR5877118996","Vehicle Breakdown"
"CNR3572772176","Other Issue"
"CNR3704168020","Customer Demand"
"CNR6627224774","Vehicle Breakdown"
"CNR4444010183","Vehicle Breakdown"
"CNR3242438737","Vehicle Breakdown"
"CNR8518220062","Other Issue"
"CNR9816301515","Customer Demand"
"CNR3480171639","Vehicle Breakdown"
"CNR3028689936","Vehicle Breakdown"
"CNR1848842309","Vehicle Breakdown"
"CNR3858393600","Vehicle Breakdown"
"CNR2857113443","Customer Demand"
"CNR2972842794","Vehicle Breakdown"
"CNR2947224587","Customer Demand"
"CNR4208318908","Vehicle Breakdown"
"CNR8317123932","Vehicle Breakdown"
"CNR5649415748","Customer Demand"
"CNR3653293698","Vehicle Breakdown"
"CNR6411576262","Customer Demand"
"CNR4849962229","Customer Demand"
"CNR3235162341","Vehicle Breakdown"
"CNR2041446184","Other Issue"
"CNR8918410689","Customer Demand"
"CNR5775409858","Other Issue"
"CNR9809181562","Customer Demand"
"CNR9398875628","Customer Demand"
"CNR9024985696","Other Issue"
"CNR2821147203","Vehicle Breakdown"
"CNR2167410535","Customer Demand"
"CNR4885142105","Customer Demand"
"CNR6888032141","Other Issue"
"CNR2102288389","Customer Demand"
"CNR8336477919","Other Issue"
"CNR4357013424","Vehicle Breakdown"
"CNR3948844717","Other Issue"
"CNR6886467695","Vehicle Breakdown"
"CNR4733318099","Vehicle Breakdown"
"CNR6074410171","Customer Demand"
"CNR2484352592","Other Issue"
"CNR1899028851","Vehicle Breakdown"
"CNR6270841590","Customer Demand"
"CNR2084040897","Other Issue"
"CNR7254421633","Customer Demand"
"CNR8300866664","Other Issue"
"CNR9167091076","Customer Demand"
"CNR1165744779","Other Issue"
"CNR1571500976","Other Issue"
"CNR5792324529","Vehicle Breakdown"
"CNR5588197088","Customer Demand"
"CNR8646253686","Vehicle Breakdown"
"CNR2430743961","Vehicle Breakdown"
"CNR8774195382","Customer Demand"
"CNR3674012177","Vehicle Breakdown"
"CNR4195081310","Customer Demand"
"CNR5833454279","Vehicle Breakdown"
"CNR2112257560","Vehicle Breakdown"
"CNR5263734541","Customer Demand"
"CNR5160530621","Customer Demand"
"CNR4615175322","Vehicle Breakdown"
"CNR6244053398","Customer Demand"
"CNR2661382589","Customer Demand"
"CNR2697153728","Customer Demand"
"CNR1720275337","Vehicle Breakdown"
"CNR8749628439","Vehicle Breakdown"
"CNR8857964572","Vehicle Breakdown"
"CNR9311469168","Vehicle Breakdown"
"CNR7594650181","Customer Demand"
"CNR7500658392","Other Issue"
"CNR6868482176","Vehicle Breakdown"
"CNR1239416652","Other Issue"
"CNR4637857374","Customer Demand"
"CNR5609341416","Other Issue"
"CNR7299372993","Customer Demand"
"CNR3627335243","Customer Demand"
"CNR2234361046","Other Issue"
"CNR8030060259","Vehicle Breakdown"
"CNR5306799087","Customer Demand"
"CNR9926058496","Vehicle Breakdown"
"CNR2092650092","Customer Demand"
"CNR9358327485","Vehicle Breakdown"
"CNR9845326382","Customer Demand"
"CNR2823483540","Customer Demand"
"CNR8545428185","Customer Demand"
"CNR8166956674","Other Issue"
"CNR8991129745","Customer Demand"
"CNR3865545938","Other Issue"
"CNR5375888467","Customer Demand"
"CNR7803236340","Customer Demand"
"CNR9984451239","Other Issue"
"CNR2905137808","Vehicle Breakdown"
"CNR7371474952","Other Issue"
"CNR4799437201","Vehicle Breakdown"
"CNR9434590415","Vehicle Breakdown"
"CNR8689119327","Customer Demand"
"CNR3908963079","Customer Demand"
"CNR6793781419","Other Issue"
"CNR6347034732","Customer Demand"
"CNR4929208492","Vehicle Breakdown"
"CNR4166529914","Other Issue"
"CNR7174691643","Vehicle Breakdown"
"CNR2981343941","Customer Demand"
"CNR3238664691","Vehicle Breakdown"
"CNR6861065918","Customer Demand"
"CNR1987417270","Customer Demand"
"CNR6093652836","Customer Demand"
"CNR7618703354","Other Issue"
"CNR9885777563","Vehicle Breakdown"
"CNR7356301349","Other Issue"
"CNR3410735097","Customer Demand"
"CNR4180429078","Customer Demand"
"CNR3750473577","Vehicle Breakdown"
"CNR6988847835","Vehicle Breakdown"
"CNR2180406434","Vehicle Breakdown"
"CNR2193638207","Vehicle Breakdown"
"CNR3191135358","Other Issue"
"CNR2221341299","Vehicle Breakdown"
"CNR3998055999","Customer Demand"
"CNR4451630297","Vehicle Breakdown"
"CNR1055147280","Customer Demand"
"CNR1115282568","Customer Demand"
"CNR2836966404","Customer Demand"
"CNR8748405788","Customer Demand"
"CNR2455177427","Customer Demand"
"CNR5276654203","Other Issue"
"CNR4023539468","Vehicle Breakdown"
"CNR7677682462","Vehicle Breakdown"
"CNR1706727741","Customer Demand"
"CNR1971507186","Other Issue"
"CNR3747175911","Vehicle Breakdown"
"CNR5876850463","Vehicle Breakdown"
"CNR9142741460","Vehicle Breakdown"
"CNR9210607360","Vehicle Breakdown"
"CNR6531288751","Customer Demand"
"CNR4160081662","Vehicle Breakdown"
"CNR7345292171","Vehicle Breakdown"
"CNR3563338197","Vehicle Breakdown"
"CNR8235071058","Customer Demand"
"CNR7985533624","Customer Demand"
"CNR3553747061","Vehicle Breakdown"
"CNR1144491695","Customer Demand"
"CNR7352520164","Vehicle Breakdown"
"CNR1995757424","Customer Demand"
"CNR6315394314","Other Issue"
"CNR1453740358","Vehicle Breakdown"
"CNR1273787370","Vehicle Breakdown"
"CNR4658861339","Vehicle Breakdown"
"CNR9723854604","Vehicle Breakdown"
"CNR9009868998","Customer Demand"
"CNR8087668774","Customer Demand"
"CNR1854809537","Vehicle Breakdown"
"CNR5071868287","Customer Demand"
"CNR5238169355","Customer Demand"
"CNR2548955706","Customer Demand"
"CNR2285689961","Customer Demand"
"CNR5444066385","Vehicle Breakdown"
"CNR8712626992","Customer Demand"
"CNR7619474276","Vehicle Breakdown"
"CNR1204281049","Other Issue"
"CNR4527639209","Other Issue"
"CNR6693685360","Vehicle Breakdown"
"CNR7308459733","Customer Demand"
"CNR6450245907","Customer Demand"
"CNR4940238052","Vehicle Breakdown"
"CNR9579686047","Vehicle Breakdown"
"CNR3117779200","Other Issue"
"CNR3344143865","Other Issue"
"CNR5992471283","Other Issue"
"CNR9301719708","Customer Demand"
"CNR4124027681","Customer Demand"
"CNR3763560875","Customer Demand"
"CNR1631646596","Customer Demand"
"CNR2092733163","Customer Demand"
"CNR2799127670","Vehicle Breakdown"
"CNR2056973458","Customer Demand"
"CNR7164581631","Customer Demand"
"CNR2808815095","Customer Demand"
"CNR2520896159","Other Issue"
"CNR6508904473","Vehicle Breakdown"
"CNR3140670384","Customer Demand"
"CNR3920499181","Customer Demand"
"CNR6140532209","Customer Demand"
"CNR4993382433","Customer Demand"
"CNR5636808844","Vehicle Breakdown"
"CNR3379719793","Vehicle Breakdown"
"CNR7968770735","Vehicle Breakdown"
"CNR2015542099","Customer Demand"
"CNR7553118507","Vehicle Breakdown"
"CNR3433777822","Vehicle Breakdown"
"CNR5124353481","Customer Demand"
"CNR7956344947","Other Issue"
"CNR1438709017","Customer Demand"
"CNR4906065606","Vehicle Breakdown"
"CNR5943643078","Customer Demand"
"CNR5269321398","Vehicle Breakdown"
"CNR3473848780","Customer Demand"
"CNR4493428629","Customer Demand"
"CNR4526258678","Customer Demand"
"CNR2505518509","Vehicle Breakdown"
"CNR2030086398","Customer Demand"
"CNR2053909732","Customer Demand"
"CNR3400067719","Customer Demand"
"CNR7239350782","Customer Demand"
"CNR6154029360","Other Issue"
"CNR4853170955","Vehicle Breakdown"
"CNR8815160144","Vehicle Breakdown"
"CNR7172045924","Vehicle Breakdown"
"CNR4388974740","Customer Demand"
"CNR5124176429","Customer Demand"
"CNR1213184578","Customer Demand"
"CNR9907939438","Vehicle Breakdown"
"CNR3554465093","Vehicle Breakdown"
"CNR7104773139","Customer Demand"
"CNR6169226386","Vehicle Breakdown"
"CNR2547131026","Other Issue"
"CNR7272662304","Customer Demand"
"CNR4361622206","Vehicle Breakdown"
"CNR5814091217","Other Issue"
"CNR2345306534","Vehicle Breakdown"
"CNR1750901542","Customer Demand"
"CNR9833706788","Customer Demand"
"CNR6786836308","Customer Demand"
"CNR2192713962","Vehicle Breakdown"
"CNR4722364612","Customer Demand"
"CNR6058350126","Customer Demand"
"CNR2838214812","Customer Demand"
"CNR3110909372","Vehicle Breakdown"
"CNR6839582651","Vehicle Breakdown"
"CNR8463321213","Customer Demand"
"CNR2074258531","Customer Demand"
"CNR7695873139","Vehicle Breakdown"
"CNR7235593357","Customer Demand"
"CNR1857793190","Customer Demand"
"CNR6659357790","Vehicle Breakdown"
"CNR6522833044","Customer Demand"
"CNR2052147246","Vehicle Breakdown"
"CNR2467828970","Other Issue"
"CNR7441083125","Customer Demand"
"CNR3326411766","Customer Demand"
"CNR2901708237","Vehicle Breakdown"
"CNR4610803239","Customer Demand"
"CNR2134746402","Other Issue"
"CNR9302564120","Customer Demand"
"CNR3795869911","Vehicle Breakdown"
"CNR4616266855","Customer Demand"
"CNR6929211644","Vehicle Breakdown"
"CNR8191486800","Vehicle Breakdown"
"CNR4401988840","Vehicle Breakdown"
"CNR2837055777","Vehicle Breakdown"
"CNR4219173367","Customer Demand"
"CNR5373737588","Vehicle Breakdown"
"CNR6141604382","Customer Demand"
"CNR1644408418","Vehicle Breakdown"
"CNR9161535800","Other Issue"
"CNR4690500365","Customer Demand"
"CNR4390638889","Vehicle Breakdown"
"CNR6612379074","Vehicle Breakdown"
"CNR3664658629","Customer Demand"
"CNR1577787158","Customer Demand"
"CNR5207198265","Other Issue"
"CNR8740792836","Customer Demand"
"CNR7031656073","Customer Demand"
"CNR3679168917","Customer Demand"
"CNR7852926208","Other Issue"
"CNR4914647374","Customer Demand"
"CNR8875827192","Vehicle Breakdown"
"CNR9535961293","Vehicle Breakdown"
"CNR2433736511","Other Issue"
"CNR9648694845","Customer Demand"
"CNR9683531997","Vehicle Breakdown"
"CNR5146467010","Vehicle Breakdown"
"CNR8057147085","Customer Demand"
"CNR3821812043","Vehicle Breakdown"
"CNR4539923083","Vehicle Breakdown"
"CNR7711180324","Vehicle Breakdown"
"CNR6075757336","Other Issue"
"CNR6048862913","Customer Demand"
"CNR4940829636","Vehicle Breakdown"
"CNR3949969128","Vehicle Breakdown"
"CNR6824219197","Customer Demand"
"CNR1551945290","Other Issue"
"CNR8221128934","Vehicle Breakdown"
"CNR6610689130","Vehicle Breakdown"
"CNR9913952183","Other Issue"
"CNR4824240942","Other Issue"
"CNR7599130797","Other Issue"
"CNR3780442661","Vehicle Breakdown"
"CNR7383374865","Customer Demand"
"CNR6959410037","Vehicle Breakdown"
"CNR6881184904","Vehicle Breakdown"
"CNR6492013467","Customer Demand"
"CNR9576232472","Vehicle Breakdown"
"CNR9353845087","Customer Demand"
"CNR8431199120","Customer Demand"
"CNR9302252490","Customer Demand"
"CNR2218781078","Vehicle Breakdown"
"CNR5602797004","Vehicle Breakdown"
"CNR7964851991","Customer Demand"
"CNR9490640056","Customer Demand"
"CNR7573435412","Customer Demand"
"CNR3585488734","Vehicle Breakdown"
"CNR6921267760","Other Issue"
"CNR9056865218","Customer Demand"
"CNR4652955864","Other Issue"
"CNR5611998285","Vehicle Breakdown"
"CNR1278788383","Vehicle Breakdown"
"CNR6951931959","Customer Demand"
"CNR9511532214","Vehicle Breakdown"
"CNR7058388360","Vehicle Breakdown"
"CNR7973302913","Vehicle Breakdown"
"CNR4623206438","Other Issue"
"CNR6926119667","Customer Demand"
"CNR7517769304","Vehicle Breakdown"
"CNR3854329895","Vehicle Breakdown"
"CNR8878054351","Vehicle Breakdown"
"CNR3434003993","Other Issue"
"CNR4635936072","Customer Demand"
"CNR5879615839","Customer Demand"
"CNR6236915358","Vehicle Breakdown"
"CNR6447965069","Vehicle Breakdown"
"CNR8670411442","Customer Demand"
"CNR7635305078","Vehicle Breakdown"
"CNR3338510142","Other Issue"
"CNR6522309134","Customer Demand"
"CNR3619142348","Vehicle Breakdown"
"CNR3913436357","Vehicle Breakdown"
"CNR3894300335","Customer Demand"
"CNR2577820188","Vehicle Breakdown"
"CNR7404967315","Vehicle Breakdown"
"CNR1425058794","Customer Demand"
"CNR7614113775","Customer Demand"
"CNR5151909713","Customer Demand"
"CNR4309962009","Vehicle Breakdown"
"CNR2686959624","Customer Demand"
"CNR5624039888","Vehicle Breakdown"
"CNR2849397843","Vehicle Breakdown"
"CNR3371861172","Customer Demand"
"CNR8621616240","Customer Demand"
"CNR9325779727","Customer Demand"
"CNR3752909580","Vehicle Breakdown"
"CNR8586249844","Customer Demand"
"CNR9724618954","Vehicle Breakdown"
"CNR8767414193","Customer Demand"
"CNR4821808603","Customer Demand"
"CNR8518564210","Vehicle Breakdown"
"CNR8904483494","Customer Demand"
"CNR2404724154","Customer Demand"
"CNR8948840947","Vehicle Breakdown"
"CNR9396079075","Customer Demand"
"CNR2835595678","Other Issue"
"CNR9228487773","Customer Demand"
"CNR1966852577","Vehicle Breakdown"
"CNR2904843071","Vehicle Breakdown"
"CNR6768210971","Vehicle Breakdown"
"CNR5063614589","Customer Demand"
"CNR2433290131","Vehicle Breakdown"
"CNR7019462074","Other Issue"
"CNR5794847942","Vehicle Breakdown"
"CNR6369214458","Vehicle Breakdown"
"CNR3859872202","Customer Demand"
"CNR1633494455","Vehicle Breakdown"
"CNR3864604522","Other Issue"
"CNR5356882276","Customer Demand"
"CNR9086607639","Vehicle Breakdown"
"CNR2190593375","Customer Demand"
"CNR5453158490","Vehicle Breakdown"
"CNR3765391995","Customer Demand"
"CNR6494567585","Vehicle Breakdown"
"CNR2302987538","Customer Demand"
"CNR1624901674","Vehicle Breakdown"
"CNR1146453514","Vehicle Breakdown"
"CNR4263440094","Other Issue"
"CNR8984252125","Customer Demand"
"CNR9335081893","Customer Demand"
"CNR4539797192","Other Issue"
"CNR4646880954","Customer Demand"
"CNR2224221090","Customer Demand"
"CNR5140024100","Vehicle Breakdown"
"CNR1844639473","Vehicle Breakdown"
"CNR6965017548","Customer Demand"
"CNR4234270725","Vehicle Breakdown"
"CNR7367400647","Customer Demand"
"CNR8002502421","Customer Demand"
"CNR4027469391","Vehicle Breakdown"
"CNR9065475182","Vehicle Breakdown"
"CNR3682249059","Customer Demand"
"CNR8418565728","Other Issue"
"CNR6888078031","Vehicle Breakdown"
"CNR8395732164","Other Issue"
"CNR9887594829","Customer Demand"
"CNR3500582010","Customer Demand"
"CNR4381833388","Vehicle Breakdown"
"CNR4971350416","Customer Demand"
"CNR5896460814","Vehicle Breakdown"
"CNR7226159362","Vehicle Breakdown"
"CNR5041956630","Customer Demand"
"CNR7767536441","Vehicle Breakdown"
"CNR8435043100","Other Issue"
"CNR8457247486","Customer Demand"
"CNR5457218480","Customer Demand"
"CNR1197805975","Other Issue"
"CNR2160026806","Vehicle Breakdown"
"CNR1231241180","Vehicle Breakdown"
"CNR5369521512","Other Issue"
"CNR6690776525","Other Issue"
"CNR7523510121","Customer Demand"
"CNR9694283362","Customer Demand"
"CNR6270533886","Customer Demand"
"CNR2866040755","Vehicle Breakdown"
"CNR8331021423","Vehicle Breakdown"
"CNR2810629638","Vehicle Breakdown"
"CNR3995183319","Vehicle Breakdown"
"CNR5519564613","Other Issue"
"CNR4541150090","Vehicle Breakdown"
"CNR3943574488","Customer Demand"
"CNR4045428978","Vehicle Breakdown"
"CNR8494492178","Customer Demand"
"CNR1877795414","Customer Demand"
"CNR7682942009","Customer Demand"
"CNR3724638201","Customer Demand"
"CNR7666137149","Vehicle Breakdown"
"CNR7504615084","Other Issue"
"CNR4276332175","Vehicle Breakdown"
"CNR6805399509","Customer Demand"
"CNR6411094268","Customer Demand"
"CNR5389541217","Vehicle Breakdown"
"CNR2374805200","Customer Demand"
"CNR4286528170","Other Issue"
"CNR4008780807","Other Issue"
"CNR3451104093","Customer Demand"
"CNR8977115414","Customer Demand"
"CNR4583527321","Customer Demand"
"CNR8378929052","Vehicle Breakdown"
"CNR4476547768","Vehicle Breakdown"
"CNR7789746134","Customer Demand"
"CNR2081363280","Customer Demand"
"CNR1019920577","Vehicle Breakdown"
